OBJECTID,Name,kV,kV_Sort,Owner,Status,Circuit,Type,Legend,Length_Mile,Length_Feet,TLine_Name,Engineering_ID,Engineering_Name,Structure_Type,Structure_Material,Source,Comments,Creator,Creator_Date,Last_Editor,Last_Editor_Date,GlobalID,SHAPE_Length
4907,SCE 66kV,66,66,SCE,Operational,Single,OH,SCE_33_69kV,1,6085.56719651, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/12 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:47+00,{4F27D55E-8ED3-4A06-A456-F90E1BB6828B},2243.54659229254
4908,SCE 66kV,66,66,SCE,Operational,Single,OH,SCE_33_69kV,1,7713.9037916, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/12 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:47+00,{0D1CE042-1187-43A0-A79A-DB7B3F9FB006},2849.36847930264
4909,SCE 66kV,66,66,SCE,Operational,Single,OH,SCE_33_69kV,6,31601.68082107, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/12 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:47+00,{757DFC6A-57B7-40DE-BCC6-32573C8A13CF},11616.8091817462
4910,SCE 66kV,66,66,SCE,Operational,Single,OH,SCE_33_69kV,0,823.19414555, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/12 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:47+00,{BC767BC4-2083-4462-9D9B-47D7548011CB},303.759225289817
4911,SCE 66kV,66,66,SCE,Operational,Single,OH,SCE_33_69kV,0,792.77055342, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/12 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:47+00,{B0CA18B7-F88C-44BE-91F1-A5A917D4B37C},292.451668576096
4912,SCE 66kV,66,66,SCE,Operational,Single,OH,SCE_33_69kV,1,6999.62751837, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/12 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:47+00,{ACA16FEF-9CF8-4EFC-B392-E786842EF868},2572.17531449215
4913,SCE 66kV,66,66,SCE,Operational,Single,OH,SCE_33_69kV,1,6776.22206741, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/12 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:47+00,{0CC26127-AE41-4398-8E2E-8E769D7C9A1F},2490.56096981675
4914,SCE 66kV,66,66,SCE,Operational,Single,OH,SCE_33_69kV,0,671.40830319, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/12 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:47+00,{190E3211-CE52-4D79-95CA-DA503E2F5652},247.035278693452
4915,SCE 66kV,66,66,SCE,Operational,Single,OH,SCE_33_69kV,0,902.13241847, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/12 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:47+00,{FC5F79EC-A53F-4B16-BFA2-DF12262A89F2},332.05747994991
4916,SCE 66kV,66,66,SCE,Operational,Single,OH,SCE_33_69kV,3,16907.43376195, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/12 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:47+00,{9F06A1A9-4E96-411C-A3F1-1F1214125589},6216.25191752558
4917,SCE 66kV,66,66,SCE,Operational,Single,OH,SCE_33_69kV,6,34019.09357672, , , , , ,Google & BING & ESRI,Partially underground,FTHONG,2010/10/12 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:47+00,{4FF432B6-C3B6-4F29-AFF5-E1CB1FF4FF44},12552.586931186
4918,SCE 66kV,66,66,SCE,Operational,Single,OH,SCE_33_69kV,3,17784.9677951, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/12 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:47+00,{721591BC-4776-4D16-8CCC-52A37A003A99},6546.29267261408
4919,SCE 66kV,66,66,SCE,Operational,Single,OH,SCE_33_69kV,1,3837.26176249, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/12 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:47+00,{1B90F440-B76D-40E5-9DE0-AF4BA117995D},1413.89135245694
4920,SCE 66kV,66,66,SCE,Operational,Single,OH,SCE_33_69kV,4,21736.70267061, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/12 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:47+00,{9ADB22E4-E769-411C-A1E7-BF896DDDBCA7},8007.87452377019
4921,SCE 66kV,66,66,SCE,Operational,Single,OH,SCE_33_69kV,1,5824.99626439, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/12 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:47+00,{C2C63D12-5546-4CEF-B57F-8CCA46172DB7},2141.78839679858
4922,SCE 66kV,66,66,SCE,Operational,Single,OH,SCE_33_69kV,0,1397.60183848, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/12 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:47+00,{1D6EF4C2-6B3A-4BE3-B985-3CD1267E06A8},515.404727105642
4923,SCE 66kV,66,66,SCE,Operational,Single,OH,SCE_33_69kV,0,2351.60039267, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/12 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:47+00,{0A82E8F1-6061-4393-B81D-CF4AD3017052},864.713140703648
4924,SCE 66kV,66,66,SCE,Operational,Single,OH,SCE_33_69kV,7,36173.10958072, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/12 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:47+00,{3BA04447-4133-48C3-81E9-2D6366BA2079},13322.2800878489
4925,SCE 66kV,66,66,SCE,Operational,Single,OH,SCE_33_69kV,1,3613.89885865, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/12 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:47+00,{6EE2EF84-393B-48E8-9032-EBD2BA41B78A},1330.35398732965
4926,SCE 66kV,66,66,SCE,Operational,Single,OH,SCE_33_69kV,5,24510.20159205, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/12 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:47+00,{6C8EFB91-EE58-4203-B1BC-45F1FA0FC719},9025.87658508971
4927,SCE 66kV,66,66,SCE,Operational,Single,OH,SCE_33_69kV,2,9638.34094672, , , , , ,Google & BING & ESRI,Partially underground,FTHONG,2010/10/12 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:47+00,{9EB638E0-5E25-4DBD-B57B-A935E4269002},3548.59870570589
4928,SCE 66kV,66,66,SCE,Operational,Single,OH,SCE_33_69kV,1,7811.20162767, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/12 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:47+00,{8AFCDB54-D358-4366-8FDD-3FE89DE62021},2874.90872257255
4929,SCE 66kV,66,66,SCE,Operational,Single,OH,SCE_33_69kV,1,4258.39973802, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/12 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:47+00,{9BCB9727-6591-42E0-93C5-EA2853A67AA8},1568.63704992001
4930,SCE 66kV,66,66,SCE,Operational,Single,OH,SCE_33_69kV,3,14243.39831038, , , , , ,Google & BING & ESRI,Partially underground,FTHONG,2010/10/12 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:47+00,{B64A3F7B-B88E-4A4C-9A52-95C5BB4209B0},5245.9238447282
4931,SCE 66kV,66,66,SCE,Operational,Single,OH,SCE_33_69kV,0,2011.71307951, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/12 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:47+00,{F7654FCC-DB10-4E19-B67B-767895ABD36A},740.80462142898
4932,SCE 66kV,66,66,SCE,Operational,Single,OH,SCE_33_69kV,2,8412.39630143, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/12 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:47+00,{F7ED3B99-E90B-4C03-9D1B-9606C014D5DB},3100.31798633868
4933,SCE 66kV,66,66,SCE,Operational,Single,OH,SCE_33_69kV,0,1322.95111141, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/12 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:47+00,{39BFCDB6-769F-4B35-82D1-AD77811B1B1C},487.386270586357
4934,SCE 66kV,66,66,SCE,Operational,Single,OH,SCE_33_69kV,0,923.21645707, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/12 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:47+00,{3A2F374C-9700-4923-957F-B4197AD1AA85},339.982075665309
4935,SCE 66kV,66,66,SCE,Operational,Single,OH,SCE_33_69kV,0,1314.18128471, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/12 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:47+00,{10289C9C-2E59-4BD7-A050-14C88E24E041},483.913838196748
4936,SCE 66kV,66,66,SCE,Operational,Single,OH,SCE_33_69kV,0,237.06349881, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/12 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:47+00,{F32BB8A9-365E-4E12-9B1D-CAAA58F83ACB},87.5304615264758
4937,SCE 66kV,66,66,SCE,Operational,Single,OH,SCE_33_69kV,0,1535.76808432, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/12 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:47+00,{33F64983-03CE-462C-9069-EB983EF61AD6},567.16450227911
4938,SCE 66kV,66,66,SCE,Operational,Single,OH,SCE_33_69kV,1,3632.92798919, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/12 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:47+00,{45A3A6A3-1617-4E5E-8824-3BC28F795680},1339.42772898775
4939,SCE 66kV,66,66,SCE,Operational,Single,OH,SCE_33_69kV,2,8025.74978173, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/12 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:47+00,{D7141995-BAB8-48BE-8922-844C0FD02107},2956.13589663435
4940,SCE 66kV,66,66,SCE,Operational,Single,OH,SCE_33_69kV,0,1065.97421604, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/12 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:47+00,{DDF76F10-AC0A-40D7-AEA4-B9AADF58D8EF},392.114684488345
4941,SCE 66kV,66,66,SCE,Operational,Single,OH,SCE_33_69kV,1,3008.83634218, , , , , ,Google & BING & ESRI,Partially underground,FTHONG,2010/10/12 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:47+00,{8221236C-5973-4D7B-A287-B5C27578B655},1108.09188209742
4942,SCE 66kV,66,66,SCE,Operational,Single,OH,SCE_33_69kV,0,637.85311396, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/12 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:47+00,{DCAC84AA-6222-4DE9-98F2-6C965DF566B5},234.561011640565
4943,SCE 66kV,66,66,SCE,Operational,Single,OH,SCE_33_69kV,2,9111.80279936, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/12 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:47+00,{8A5C2F6A-1E74-4416-8943-DFC619D513FB},3352.63616123395
4944,SCE 66kV,66,66,SCE,Operational,Single,OH,SCE_33_69kV,4,21137.12971228, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/12 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:47+00,{A474CCE2-24C5-4784-8363-01F9A71BE940},7770.30177078729
4945,SCE 66kV,66,66,SCE,Operational,Single,OH,SCE_33_69kV,1,5128.87689009, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/12 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:47+00,{AC3F8F42-6F47-4F98-88B3-6C7E922B1EE4},1886.0403156772
4946,SCE 66kV,66,66,SCE,Operational,Single,OH,SCE_33_69kV,6,31431.53100955, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/12 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:47+00,{D30A2BFF-6483-4638-8744-9965C758B32E},11553.4440647286
4947,SCE 66kV,66,66,SCE,Operational,Single,OH,SCE_33_69kV,1,7721.39779993, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/12 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:47+00,{790E33D5-DCCF-411B-97D5-FC7211FEB5FF},2837.52513828834
4948,SCE 66kV,66,66,SCE,Operational,Single,OH,SCE_33_69kV,4,22932.41280401, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/12 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:47+00,{77CF5B20-D5C4-43E5-95F7-5AF0F86C3602},8426.58593160742
4949,SCE 66kV,66,66,SCE,Operational,Single,OH,SCE_33_69kV,0,2477.65650189, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/12 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:47+00,{808C818F-C89B-40A2-82E8-5E38303F0DCA},913.071798220119
4950,SCE 66kV,66,66,SCE,Operational,Single,OH,SCE_33_69kV,4,19219.49152615, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/12 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:47+00,{99750689-F08A-4300-9ECB-E1DFB13A2690},7050.7254008795
4951,SCE 66kV,66,66,SCE,Operational,Single,OH,SCE_33_69kV,0,153.10360014, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/12 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:47+00,{13020A5C-32FA-497D-9174-C348D3C0E114},56.2330077011505
4952,SCE 66kV,66,66,SCE,Operational,Single,OH,SCE_33_69kV,3,13678.05080343, , , , , ,Google & BING & ESRI,Partially underground,FTHONG,2010/10/12 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:47+00,{4C3DC8E8-A9AD-4FBB-8D45-8F980C2BCE2A},5029.03556516451
4953,SCE 66kV,66,66,SCE,Operational,Single,OH,SCE_33_69kV,4,19169.96615744, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/12 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:47+00,{B8227C42-C97D-4B41-AA50-714063F0818E},7063.87540028047
4954,SCE 66kV,66,66,SCE,Operational,Single,OH,SCE_33_69kV,0,1883.0638271, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/12 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:47+00,{BA0EF3CF-F9AF-4749-A85A-2B4E938EF999},693.932367972519
4955,SCE 66kV,66,66,SCE,Operational,Single,OH,SCE_33_69kV,0,955.61774947, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/12 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:47+00,{F89D8E56-D65E-4609-B676-2D21E93D6A06},351.758136503787
4956,SCE 66kV,66,66,SCE,Operational,Single,OH,SCE_33_69kV,6,29221.93154315, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/12 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:47+00,{F493638C-FAB2-4C1C-9659-4D86EB313F40},10759.4232512778
4957,SCE 66kV,66,66,SCE,Operational,Single,OH,SCE_33_69kV,4,21655.85961671, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/12 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:47+00,{EFC3DC11-5CFD-41ED-A854-843909E15091},7954.42694669365
4958,SCE 66kV,66,66,SCE,Operational,Single,OH,SCE_33_69kV,3,16411.03140749, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/12 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:47+00,{8FD85140-7D9E-48B0-AD36-50976CB664CB},6043.66563079198
4959,SCE 66kV,66,66,SCE,Operational,Single,OH,SCE_33_69kV,0,1453.58041139, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/13 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:47+00,{8ED50CB4-F3D6-447A-8F2C-D386CE07B608},534.150201667146
4960,SCE 66kV,66,66,SCE,Operational,Single,OH,SCE_33_69kV,4,19546.57382517, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/13 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:47+00,{17B393F7-711B-48EF-9E20-8FD0981537A5},7193.10535047204
4961,SCE 66kV,66,66,SCE,Operational,Single,OH,SCE_33_69kV,2,8178.87308129, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/13 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:47+00,{01F0585D-084D-40C6-AA3B-72306CC27B48},3005.60613544554
4962,SCE 66kV,66,66,SCE,Operational,Single,OH,SCE_33_69kV,2,8315.4846676, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/13 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:47+00,{A2591493-F0B9-44EA-80FA-11DDB55D8748},3052.15579165531
4963,SCE 66kV,66,66,SCE,Operational,Single,OH,SCE_33_69kV,1,3251.40519347, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/13 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:47+00,{C7D7E804-614B-4C56-8518-FEB7F53B79B2},1195.27354753886
4964,SCE 66kV,66,66,SCE,Operational,Single,OH,SCE_33_69kV,1,4868.61767857, , , , , ,Google & BING & ESRI,Partially underground,FTHONG,2010/10/13 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:47+00,{4315ABBE-4461-4021-86D5-BE98A9F8585D},1788.64913425475
4965,SCE 66kV,66,66,SCE,Operational,Single,OH,SCE_33_69kV,2,10827.44622616, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/13 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:47+00,{13B03F3B-F9F7-47C1-A1DE-47122C3555CC},3983.50551091354
4966,SCE 66kV,66,66,SCE,Operational,Single,OH,SCE_33_69kV,1,4690.35816926, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/13 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:47+00,{94BE28A3-06C8-4966-9AC1-D2E9CD3D0BE1},1727.94499310509
4967,SCE 66kV,66,66,SCE,Operational,Single,OH,SCE_33_69kV,3,15860.19835767, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/13 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:47+00,{0021E9B2-C3C3-40A3-BF0C-12501DDD189A},5825.05596911312
4968,SCE 66kV,66,66,SCE,Operational,Single,OH,SCE_33_69kV,0,465.90790233, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/13 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:47+00,{A4D9AB90-BAB0-45D3-B36C-C27712CE6678},171.682857010451
4969,SCE 66kV,66,66,SCE,Operational,Single,OH,SCE_33_69kV,1,6700.56255751, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/13 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:47+00,{98F7E309-807C-4A4C-9E58-F6CC16C789E9},2469.27587334562
4970,SCE 66kV,66,66,SCE,Operational,Single,OH,SCE_33_69kV,1,6186.8814953, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/13 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:47+00,{F954CE4E-C4EA-4D4E-9BE6-72B6CCDE43C8},2272.28077501792
4971,SCE 66kV,66,66,SCE,Operational,Single,OH,SCE_33_69kV,2,10946.46902385, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/13 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:47+00,{99B650AD-ECE9-4726-92D8-4823E339ECBB},4019.54765839642
4972,SCE 66kV,66,66,SCE,Operational,Single,OH,SCE_33_69kV,4,22661.97995224, , , , , ,Google & BING & ESRI,Partially underground,FTHONG,2010/10/13 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:47+00,{3E390704-F677-4266-B6A9-1E1D362B70B6},8332.17941749538
4973,SCE 66kV,66,66,SCE,Operational,Single,OH,SCE_33_69kV,2,9737.33892407, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/13 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:47+00,{72A8EA77-F5D5-4A29-B875-D6FD874F1FB8},3580.47593963503
4974,SCE 66kV,66,66,SCE,Operational,Single,OH,SCE_33_69kV,0,884.10939591, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/13 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:47+00,{5D7B6FC4-253B-4D6F-8F01-404FA670D44B},326.069834286475
4975,SCE 66kV,66,66,SCE,Operational,Single,OH,SCE_33_69kV,2,10827.02134508, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/13 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:47+00,{3BDA2BD1-997F-446B-9194-5CC2A7CD3784},3985.13587143959
4976,SCE 66kV,66,66,SCE,Operational,Single,OH,SCE_33_69kV,2,10020.61275844, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/13 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:47+00,{F8E6C4C6-DBA1-4CE7-A773-C77A04C7523D},3691.45835397125
4977,SCE 66kV,66,66,SCE,Operational,Single,OH,SCE_33_69kV,3,13315.56984901, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/13 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:47+00,{CED97677-9A1C-44FC-AAF6-26D96DBFE655},4906.24944523105
4978,SCE 66kV,66,66,SCE,Operational,Single,OH,SCE_33_69kV,0,1779.19458469, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/13 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:47+00,{24A1A3F0-6ED5-41A1-A79B-AE67139F4CC6},654.324157429015
4979,SCE 66kV,66,66,SCE,Operational,Single,OH,SCE_33_69kV,3,13279.39321154, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/13 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:47+00,{0714483A-DC40-4CBA-B630-39AC41053312},4875.72405259774
4980,SCE 66kV,66,66,SCE,Operational,Single,OH,SCE_33_69kV,3,15333.47570174, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/13 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:47+00,{F8D72E09-586A-4A2C-B8D5-52D388CFCB8D},5643.81128800532
4981,SCE 220kV,220,220,SCE,Operational,Single,OH,SCE_220_230kV,0,241.49202817, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/13 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:47+00,{4A6D122C-7160-4FE5-94A5-EA88DB375BC8},88.5411439570259
4982,SCE 66kV,66,66,SCE,Operational,Single,OH,SCE_33_69kV,1,2865.77490237, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/13 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:47+00,{C92D7BA1-CAB6-44C6-A841-B20714D226C1},1054.31601686128
4983,SCE 66kV,66,66,SCE,Operational,Single,OH,SCE_33_69kV,0,2244.36270282, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/13 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:47+00,{BF30EEB0-9798-4EAE-B29C-1F67604074A7},826.277328694773
4984,SCE 66kV,66,66,SCE,Operational,Single,OH,SCE_33_69kV,2,11883.67721571, , , , , ,Google & BING & ESRI,Partially underground,FTHONG,2010/10/13 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:47+00,{71421226-B1CA-4D33-A108-752BB0A519B1},4358.12939065295
4985,SCE 66kV,66,66,SCE,Operational,Single,OH,SCE_33_69kV,0,359.22275303, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/13 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:47+00,{9834DA5B-D1E6-41E5-8A40-DA9DC6B9442D},132.303896157768
4986,SCE 66kV,66,66,SCE,Operational,Single,OH,SCE_33_69kV,2,8682.00067868, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/13 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:47+00,{0E282AB4-3E2A-4389-A5F4-34FD4AF51172},3191.80984839359
4987,SCE 66kV,66,66,SCE,Operational,Single,OH,SCE_33_69kV,0,518.07732948, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/13 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:47+00,{502CEEB3-C81D-4FC8-BA61-DF19E5222F20},190.361972600589
4988,SCE 66kV,66,66,SCE,Operational,Single,OH,SCE_33_69kV,2,13147.5917026, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/13 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:47+00,{FAEE483F-0B2F-4DAA-9464-57BD8744EA2C},4821.42597015151
4989,SCE 66kV,66,66,SCE,Operational,Single,OH,SCE_33_69kV,1,4619.42776823, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/13 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:47+00,{1814BBDE-B428-4A9F-8812-716B8E97839C},1701.35579411932
4990,SCE 66kV,66,66,SCE,Operational,Single,OH,SCE_33_69kV,0,370.91295335, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/13 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:47+00,{6D5A32A0-E40C-47DB-97CE-52778B27DCAF},136.636505931507
4991,SCE 66kV,66,66,SCE,Operational,Single,OH,SCE_33_69kV,3,14649.31975813, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/13 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:47+00,{0F131180-2A0A-4CB5-8C7C-FE8013F6520D},5393.50338567448
4992,SCE 66kV,66,66,SCE,Operational,Single,OH,SCE_33_69kV,1,6594.79249118, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/13 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:47+00,{068FAABB-3A80-47B5-A0B5-22FABF59BF43},2422.47255689885
4993,SCE 66kV,66,66,SCE,Operational,Single,OH,SCE_33_69kV,2,12309.6175862, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/13 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:47+00,{91002213-AD12-4621-BB1A-8C09C3220F06},4526.68702150341
4994,SCE 66kV,66,66,SCE,Operational,Single,OH,SCE_33_69kV,1,5091.73955807, , , , , ,Google & BING & ESRI,Partially underground,FTHONG,2010/10/13 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:47+00,{FD056500-17DD-4247-92B2-5A498ED4C64E},1875.73205849588
4995,SCE 66kV,66,66,SCE,Operational,Single,OH,SCE_33_69kV,1,7354.16521197, , , , , ,Google & BING & ESRI, ,FTHONG,2010/10/13 00:00:00+00,SVC_AGIS_SQLADM,2016/04/25 15:28:47+00,{DED58BF8-9A13-4767-8713-55811E3621B1},2710.94459240144
